page_number	adm_cnty	lg_area	lg_type	admc_unit	g_unit	unmarried	married	widowed	retired	occ_unmarried	occ_married	occ_widowed	i1vi5	i2iv3	iii3	iii4	iii57	iv1hotel	iv1other	iv3char	iv3laundry	iv23other	v234iii2	vii	x110	xi14	xiii	xv	xvi12	xvi3	xvii12	xviii16	xviii16wool	xviii16cotton	xviii16other	xviii7xix1	xix1tailor	xix1milliner	xix1dress	xix1stay	xix1boot	xix1other	xx1	xx1xxii4	xx4coffee	xx4other	others	prop_unmar	prop_mar	prop_wid	prop_marrwid	prop_dom	rec_num
452	WARWICKSHIRE	Nuneaton	MB	10210379	10026969	5550	7022	762	9387	3302	486	159	16	18	50	160	40	4	547	46	59	24	71	24	4	96	13	2	28	2	53	1223				89	368	48	188	22	104	225	3	181	33	70	136	595	69	209	83	71	713
452	WARWICKSHIRE	Royal Leamington Spa	MB	10210379	10108688	7738	4605	1508	8067	4655	644	485	27	74	225	225	52	187	2457	174	479	37	80	8	4	1	35	11	4	0	38	17				168	60	113	485	51	6	20	12	221	250	111	152	602	140	322	185	371	714
452	WARWICKSHIRE	Rugby	UD	10210379	10002485	4338	4017	727	5991	2633	263	195	18	25	64	145	48	138	863	59	102	25	138	1	443	0	22	3	0	0	33	23				80	25	44	174	117	3	3	4	148	96	69	178	607	65	268	97	181	715
452	WARWICKSHIRE	Stratford on Avon	MB	10210379	10173486	1901	1536	406	2521	1062	131	129	5	30	28	58	16	50	494	39	80	10	19	7	1	1	9	0	0	1	2	12				51	2	32	110	9	2	2	1	88	70	60	33	559	85	318	134	244	716
452	WARWICKSHIRE	Sutton Coldfield	MB	10210379	10153566	4785	3873	735	6256	2688	268	181	33	41	62	160	26	21	1689	64	138	15	146	27	29	12	5	11	8	1	10	2				101	11	22	172	13	1	5	7	113	61	44	87	562	69	246	97	358	717
452	WARWICKSHIRE	Warwick	MB	10210379	10002448	2216	2182	558	3260	1259	256	181	12	31	40	85	25	35	531	96	122	9	26	5	3	0	7	103	0	0	9	0				52	25	26	135	11	1	1	3	86	51	54	112	568	117	324	159	190	718
452	WARWICKSHIRE	Other Urban Districts	UDA	10210379		291	349	65	387	236	55	27	3	1	1	9	3	0	30	2	1	2	2	9	80	2	1	0	0	0	0	136				1	1	1	11	0	0	3	0	11	0	5	3	811	158	415	198	67	719
452	WARWICKSHIRE	Rural Districts	RDA	10210379		28754	30922	5236	46920	14482	2063	1447	201	272	340	982	80	105	7075	429	678	104	239	766	672	128	35	17	21	1	190	1628				233	167	132	931	122	47	487	19	698	88	466	639	504	67	276	97	190	720
452	WARWICKSHIRE	"BIRMINGHAM, CITY OF"	CB	10210379	10101001	96627	97043	20468	125719	62442	17940	8037	420	689	1062	1634	614	569	9562	2774	1628	778	4423	24	23502	4771	2089	1200	1655	573	3856	549				1868	1989	719	2927	2428	144	2818	1092	4151	1245	2302	4364	646	185	393	221	86	721
452	WARWICKSHIRE	"COVENTRY, CITY OF"	CB	10210379	10054552	16782	20797	3144	27663	10273	1857	930	76	92	190	381	113	92	1741	324	253	72	963	10	1476	437	62	140	34	1	482	2844				318	167	208	612	127	16	87	27	725	264	316	410	612	89	296	116	74	722
452	WESTMORLAND	WESTMORLAND	CTOT	10100926		14483	10954	2451	18333	7981	774	800	83	71	146	445	66	322	3177	212	231	81	82	1300	40	3	40	46	30	5	169	458				143	22	97	693	34	212	4	61	446	337	280	219	551	71	326	117	219	723
452	WESTMORLAND	Kendal	MB	10100926	10108743	3250	2434	635	3947	1981	220	171	14	20	38	104	18	32	444	81	79	23	51	6	35	3	14	14	30	5	85	334				56	10	41	234	9	205	1	24	138	55	43	126	610	90	269	127	136	724
452	WESTMORLAND	Windermere	UD	10100926	10023762	1314	923	203	1515	789	73	63	9	1	15	19	7	74	377	18	27	7	14	21	1	0	4	3	0	0	0	11				13	1	14	65	0	0	0	36	51	82	42	13	600	79	310	121	321	725
452	WESTMORLAND	Other Urban Districts	UDA	10100926		1821	1368	320	2241	991	148	129	10	10	8	69	12	96	445	41	58	18	9	40	0	0	5	0	0	0	2	0				32	4	19	108	8	0	1	0	90	92	63	28	544	108	403	164	248	726
452	WESTMORLAND	Rural Districts	RDA	10100926		8098	6229	1293	10630	4220	333	437	50	40	85	253	29	120	1911	72	67	33	8	1233	4	0	17	29	0	0	82	113				42	7	23	286	17	7	2	1	167	108	132	52	521	53	338	102	232	727
452	"WIGHT, ISLE OF"	"WIGHT, ISLE OF"	CTOT	10134791		19140	16271	3803	27144	9654	1243	1173	127	244	362	558	139	389	4745	243	708	127	172	229	13	5	57	20	5	0	8	42				288	56	157	1018	74	2	14	2	612	780	322	552	504	76	308	120	231	728
452	"WIGHT, ISLE OF"	Cowes	UD	10134791	10103332	1751	1965	364	3067	812	107	94	8	0	27	55	17	32	356	27	47	17	19	2	9	0	11	5	1	0	0	2				28	17	23	123	9	0	3	0	62	40	33	40	464	54	258	86	150	729
452	"WIGHT, ISLE OF"	Newport	MB	10134791	10026040	2145	2106	434	3433	995	140	117	8	14	24	85	26	10	402	44	68	9	23	2	1	2	10	6	2	0	4	11				48	6	25	147	7	0	1	0	110	35	64	58	464	66	270	101	151	730
452	"WIGHT, ISLE OF"	Ryde	MB	10134791	10073339	2963	1907	692	3538	1650	182	192	18	27	82	106	20	62	796	23	68	18	29	0	0	0	11	4	1	0	1	6				77	17	48	244	18	0	3	0	98	105	69	73	557	95	277	144	288	731
452	"WIGHT, ISLE OF"	Sandown	UD	10134791	10107581	1518	1019	298	1803	797	121	114	17	41	28	37	8	53	408	15	87	11	13	1	1	0	7	0	0	0	0	3				16	3	9	59	5	0	3	0	52	108	17	30	525	119	383	178	303	732
452	"WIGHT, ISLE OF"	Ventnor	UD	10134791	10107878	1652	1044	313	1798	954	132	125	10	21	50	40	16	93	385	25	80	6	19	1	0	0	6	0	0	0	0	3				28	4	14	81	6	0	2	0	55	177	24	65	578	126	399	189	296	733
452	"WIGHT, ISLE OF"	Other Urban Districts	UDA	10134791		3440	2751	634	4569	1808	232	216	22	24	56	88	20	79	937	33	150	29	35	5	2	0	7	2	1	0	1	1				42	6	18	162	11	0	0	0	96	202	37	190	526	84	341	132	268	734
452	"WIGHT, ISLE OF"	Rural Districts	RDA	10134791		5671	5479	1068	8936	2638	329	315	44	117	95	147	32	60	1461	76	208	37	34	218	0	3	5	3	0	0	2	16				49	3	20	202	18	2	2	2	139	113	78	96	465	60	295	98	222	735
454	WILTSHIRE	WILTSHIRE	CTOT	10107386		50677	53799	10465	85010	23937	3350	2644	343	464	667	1749	231	345	11442	763	1332	223	309	871	65	13	178	136	47	83	58	1200				793	1116	392	2258	706	39	494	275	1461	376	794	708	472	62	253	93	172	736
454	WILTSHIRE	Chippenham	MB	10107386	10135059	1050	1022	211	1556	593	88	46	3	3	11	40	7	4	231	17	28	4	15	3	8	0	0	0	1	0	0	48				33	10	16	59	3	6	1	64	40	8	27	37	565	86	218	109	185	737
454	WILTSHIRE	Devizes	MB	10107386	10107544	1316	1201	315	1938	716	97	81	6	14	18	55	13	15	317	33	46	15	17	8	0	0	7	1	1	0	5	1				34	17	26	77	3	0	2	0	55	19	30	59	544	81	257	117	205	738
454	WILTSHIRE	"Salisbury, City of"	MB	10107386	10135060	5251	3748	914	6532	2823	284	274	31	106	110	172	42	105	1221	72	211	38	48	6	3	6	15	3	1	0	0	8				160	64	74	349	32	5	6	5	167	111	101	109	538	76	300	120	253	739
454	WILTSHIRE	Swindon	MB	10107386	10061490	7996	10213	1527	15213	3668	523	332	21	25	74	271	57	35	921	140	108	35	105	4	1	0	89	4	0	0	4	29				210	833	99	388	357	14	16	4	294	88	147	150	459	51	217	73	80	740
454	WILTSHIRE	Trowbridge	UD	10107386	10098440	2561	2314	579	3395	1606	305	148	6	5	23	71	15	10	398	51	38	11	17	4	20	0	21	1	1	34	4	658				66	76	39	199	14	0	36	41	84	31	37	48	627	132	256	157	129	741
454	WILTSHIRE	Warminster	UD	10107386	10135102	1205	956	257	1588	672	92	66	5	18	20	55	8	21	249	16	45	9	5	5	0	0	3	0	0	1	0	1				18	14	14	61	139	1	5	0	35	23	18	41	558	96	257	130	194	742
454	WILTSHIRE	Other Urban Districts	UDA	10107386		4747	4355	1016	6762	2635	413	308	33	29	75	159	21	97	1055	89	157	24	46	25	19	1	10	85	5	27	0	287				107	40	34	262	21	0	202	78	145	44	93	86	555	95	303	134	184	743
454	WILTSHIRE	Rural Districts	RDA	10107386		26551	29990	5646	48026	11224	1548	1389	238	264	336	926	68	58	7050	345	699	87	56	816	14	6	33	42	38	21	45	168				165	62	90	863	137	13	226	83	641	52	341	178	423	52	246	82	189	744
454	WORCESTERSHIRE	WORCESTERSHIRE	CTOT	10025047		84144	79975	15500	119138	47170	8905	4406	510	736	1023	2745	452	685	16102	1372	2026	365	2028	1280	6317	1599	340	238	355	87	1057	4464				1356	798	588	3082	592	133	870	2495	2583	733	1278	2192	561	111	284	139	169	745
454	WORCESTERSHIRE	Bromsgrove	UD	10025047	10061933	1625	1607	336	2198	970	295	105	6	20	23	59	4	25	277	57	93	7	11	20	121	7	5	1	0	0	9	29				31	164	11	90	8	88	43	6	70	12	31	42	597	184	313	206	140	746
454	WORCESTERSHIRE	Evesham	MB	10025047	10193930	1495	1537	273	2270	823	122	90	15	8	27	49	8	10	310	22	44	11	17	38	1	0	1	0	69	0	3	2				48	9	20	97	2	0	9	68	56	22	33	36	551	79	330	117	169	747
454	WORCESTERSHIRE	Kidderminster	MB	10025047	10136234	5349	4575	1119	5859	3797	1003	384	11	29	47	146	30	19	419	89	59	15	29	22	5	0	16	4	0	1	11	3414				91	30	33	161	14	4	3	9	190	34	128	121	710	219	343	244	73	748
454	WORCESTERSHIRE	King's Norton and Northfield	UD	10025047	10186560	17742	15138	2724	23122	10743	1089	650	95	287	223	509	119	46	3598	225	337	77	673	71	1003	74	108	113	40	22	471	18				252	82	123	440	131	6	25	2255	409	137	130	383	606	72	239	97	209	749
454	WORCESTERSHIRE	Lye and Wollescote	UD	10025047	10026593	1953	2213	388	2937	1103	400	114	6	1	9	48	3	0	134	16	18	3	12	4	642	2	9	0	16	23	3	3				37	112	19	62	5	1	4	5	101	2	39	278	565	181	294	198	54	750
454	WORCESTERSHIRE	Malvern	UD	10025047	10042537	5198	2624	714	4850	3056	419	211	22	40	84	238	34	421	1418	71	298	38	57	11	2	1	11	2	0	0	5	3				134	11	42	254	16	2	6	5	109	168	64	119	588	160	295	189	399	751
454	WORCESTERSHIRE	North Bromsgrove	UD	10025047	10221353	1492	1361	237	2125	746	154	65	6	71	20	43	4	6	420	16	44	10	13	44	106	9	1	1	0	0	4	3				11	7	0	55	4	11	1	3	22	6	10	14	500	113	274	137	287	752
454	WORCESTERSHIRE	Oldbury	UD	10025047	10108779	4880	6240	960	9286	2228	371	195	19	4	29	134	19	1	474	103	99	21	120	11	522	106	12	15	9	4	125	7				94	50	40	202	21	1	13	14	234	19	104	168	457	59	203	79	68	753
454	WORCESTERSHIRE	Redditch	UD	10025047	10088630	3148	2983	595	2973	2241	1220	292	10	7	29	76	18	6	298	89	49	12	127	3	1165	1124	7	1	47	1	191	8				60	6	36	126	11	1	0	4	99	25	49	68	712	409	491	423	85	754
454	WORCESTERSHIRE	Stourbridge	UD	10025047	10002539	3185	3223	687	5113	1497	303	182	6	19	41	128	30	11	697	67	82	19	47	8	48	0	12	1	52	3	9	2				65	40	21	115	8	0	11	6	148	31	88	167	470	94	265	124	176	755
454	WORCESTERSHIRE	Other Urban Districts	UDA	10025047		2358	2054	533	3289	1283	207	166	16	18	30	77	7	70	380	48	38	18	12	15	62	1	0	0	1	0	4	417				35	5	12	100	3	1	6	2	91	65	63	59	544	101	311	144	143	756
454	WORCESTERSHIRE	Rural Districts	RDA	10025047		35719	36420	6934	55116	18683	3322	1952	298	232	461	1238	176	70	7677	569	865	134	910	1033	2640	275	158	100	121	33	222	558				498	282	231	1380	369	18	749	118	1054	212	539	737	523	91	281	122	174	757
454	WORCESTERSHIRE	DUDLEY	CB	10025047	10026568	8772	9483	1686	14510	4142	860	429	33	34	61	270	39	22	1256	170	57	41	147	4	776	2	15	56	4	0	31	18				161	596	61	342	20	104	6	22	394	74	187	428	472	91	254	115	115	758
454	WORCESTERSHIRE	"WORCESTER, CITY OF"	CB	10025047	10074368	9962	8920	2220	12946	5817	1519	820	44	94	159	329	65	105	1566	360	323	68	240	23	193	7	57	20	10	150	132	73				264	136	86	598	141	95	1412	140	419	172	237	438	584	170	369	210	140	759
454	"YORKSHIRE, EAST RIDING"	"YORKSHIRE, EAST RIDING"	CTOT	10041818		30090	27819	5855	46253	14182	1579	1750	198	232	386	969	98	179	8480	485	339	91	95	1479	7	1	22	13	5	0	17	85				302	38	207	1306	48	4	11	32	846	852	356	328	471	57	299	99	240	760
454	"YORKSHIRE, EAST RIDING"	Beverley	MB	10041818	10055179	2666	2521	567	4199	1241	150	164	11	16	37	81	12	18	657	70	57	10	13	13	0	0	6	4	0	0	10	26				54	3	34	179	10	1	1	1	108	37	41	45	466	60	289	102	199	761
454	"YORKSHIRE, EAST RIDING"	Bridlington	MB	10041818	10055192	3714	2594	811	4655	1872	281	311	12	18	55	104	24	98	878	55	60	18	11	5	2	1	6	3	1	0	0	5				67	5	71	146	4	0	2	7	143	545	48	70	504	108	383	174	245	762
454	"YORKSHIRE, EAST RIDING"	Great Driffield	UD	10041818	10153610	1186	1019	271	1794	539	69	74	6	9	19	47	3	7	260	31	14	8	5	6	0	0	3	0	0	0	2	1				25	2	10	96	3	0	3	5	58	9	25	25	454	68	273	111	190	763
454	"YORKSHIRE, EAST RIDING"	Hessle	UD	10041818	10026672	1190	968	211	1674	606	36	53	9	14	21	35	6	1	443	13	15	6	12	12	1	0	0	0	0	0	0	0				14	0	8	42	0	1	0	0	26	6	1	9	509	37	251	75	370	764
454	"YORKSHIRE, EAST RIDING"	Other Urban Districts	UDA	10041818		4505	3863	914	6451	2195	349	287	30	20	66	176	22	36	1199	114	97	14	32	93	2	0	4	4	2	0	2	26				77	7	48	209	7	0	4	4	186	209	67	74	487	90	314	133	241	765
454	"YORKSHIRE, EAST RIDING"	Rural Districts	RDA	10041818		16829	16854	3081	27480	7729	694	861	130	155	188	526	31	19	5043	202	96	35	22	1350	2	0	3	2	2	0	3	27				65	21	36	634	24	2	1	15	325	46	174	105	459	41	279	78	241	766
454	"YORKSHIRE, EAST RIDING"	"KINGSTON UPON HULL, CITY OF"	CB	10041818	10136295	47242	52840	10199	81211	22839	3315	2916	260	295	519	1282	332	245	6950	1513	860	253	736	26	1013	32	321	2008	8	69	844	666				1029	607	613	2475	216	29	35	1286	2079	643	716	1110	483	63	286	99	111	767
456	"YORKSHIRE, NORTH RIDING"	"YORKSHIRE, NORTH RIDING"	CTOT	10186110		60010	55229	11318	93541	26426	3197	3393	297	359	555	1716	253	733	13417	1158	853	269	267	3233	13	9	76	27	5	4	97	243				699	176	473	2657	133	8	28	102	1870	1593	893	800	440	58	300	99	193	768
456	"YORKSHIRE, NORTH RIDING"	Eston	UD	10186110	10002590	1598	2156	315	3610	365	52	42	3	11	20	46	6	4	165	23	1	5	3	3	0	0	4	0	0	0	0	1				18	2	9	51	2	0	1	0	50	4	14	13	228	24	133	38	68	769
456	"YORKSHIRE, NORTH RIDING"	Guisborough	UD	10186110	10173530	1089	1272	221	2105	372	67	38	3	9	10	28	2	5	209	21	26	2	4	7	0	0	0	0	0	0	1	0				17	1	8	44	2	0	0	3	44	5	12	14	342	53	172	70	144	770
456	"YORKSHIRE, NORTH RIDING"	Loftus	UD	10186110	10026702	1147	1597	212	2581	295	38	42	4	3	6	36	1	2	141	12	2	4	7	21	0	0	0	1	0	0	0	1				12	2	9	53	2	0	1	1	28	7	9	10	257	24	198	44	82	771
456	"YORKSHIRE, NORTH RIDING"	Ormesby	UD	10186110	10221031	1993	2701	373	4262	615	109	81	5	18	31	53	4	6	249	44	17	7	14	7	1	1	3	2	0	0	0	10				24	30	14	71	5	0	0	6	101	14	25	43	309	40	217	62	83	772
456	"YORKSHIRE, NORTH RIDING"	Redcar	UD	10186110	10221092	2167	1954	381	3274	1000	92	136	11	9	21	91	13	36	470	46	30	11	24	7	1	0	1	0	1	0	4	4				32	7	29	79	5	0	3	0	89	136	26	42	461	47	357	98	197	773
456	"YORKSHIRE, NORTH RIDING"	Scarborough	MB	10186110	10108810	9837	6655	2103	11724	5278	842	751	29	58	136	253	85	395	2198	295	301	67	84	12	0	5	24	9	2	0	56	26				251	52	167	671	29	1	10	5	382	838	180	250	537	127	357	182	240	774
456	"YORKSHIRE, NORTH RIDING"	Skelton and Brotton	UD	10186110	10001390	2154	2779	340	4561	550	99	63	6	9	12	60	9	6	272	19	10	9	2	47	0	0	1	0	0	0	0	5				23	0	9	103	3	0	0	0	65	12	15	15	255	36	185	52	89	775
456	"YORKSHIRE, NORTH RIDING"	South Bank in Normanby	UD	10186110	10002620	2058	2635	339	4391	501	78	62	6	1	4	52	14	2	243	41	5	10	9	6	0	0	3	1	0	0	0	7				27	13	15	53	1	0	0	5	64	17	23	19	243	30	183	47	83	776
456	"YORKSHIRE, NORTH RIDING"	Thornaby on Tees	MB	10186110	10042550	2712	3313	540	5517	824	133	91	5	3	7	80	6	4	265	61	12	7	23	17	2	0	14	8	0	3	6	3				63	35	25	99	4	0	3	35	145	24	46	43	304	40	169	58	70	777
456	"YORKSHIRE, NORTH RIDING"	Whitby	UD	10186110	10173541	2567	1999	543	3522	1223	175	189	12	13	28	85	20	53	557	93	68	16	13	19	1	2	6	0	1	0	2	1				37	1	40	143	26	0	2	2	91	146	41	68	476	88	348	143	204	778
456	"YORKSHIRE, NORTH RIDING"	Other Urban Districts	UDA	10186110		5721	4704	1101	8117	2777	360	272	25	53	59	190	29	111	1481	104	102	34	35	120	1	1	8	2	0	1	15	10				78	5	47	286	6	0	4	13	213	147	126	103	485	77	247	109	242	779
456	"YORKSHIRE, NORTH RIDING"	Rural Districts	RDA	10186110		26967	23464	4850	39877	12626	1152	1626	188	172	221	742	64	109	7167	399	279	97	49	2967	7	0	12	4	1	0	13	175				117	28	101	1004	48	7	4	32	598	243	376	180	468	49	335	98	232	780
456	"YORKSHIRE, NORTH RIDING"	MIDDLESBROUGH	CB	10186110	10074381	16481	18813	3423	30985	6076	841	815	79	120	126	491	110	123	2481	407	168	69	211	20	8	3	47	20	1	2	72	50				354	220	171	616	56	3	11	77	790	243	265	318	369	45	238	74	116	781
456	"YORKSHIRE, WEST RIDING"	"YORKSHIRE, WEST RIDING"	CTOT	10200120		280624	300057	53717	439090	154839	28002	12467	904	1730	2362	7519	1090	1457	35490	3791	2579	1120	1681	4256	680	136	847	399	148	78	1154	85559	59375		26184	3047	4498	2233	9428	1281	379	630	1364	8109	2417	3118	5824	552	93	232	114	100	782
456	"YORKSHIRE, WEST RIDING"	Ardsley	UD	10200120	10186602	954	1240	126	1909	361	35	15	3	15	22	20	2	1	98	6	3	1	4	6	5	0	58	1	0	0	3	7	0		7	8	17	8	28	9	0	0	0	20	4	12	50	378	28	119	37	74	783
456	"YORKSHIRE, WEST RIDING"	Ardsley East and West	UD	10200120	10108871	1211	1612	192	2157	705	118	35	3	1	6	28	1	0	68	8	3	4	5	9	4	0	0	0	1	1	0	484	403		81	6	41	11	46	1	0	1	0	30	8	8	80	582	73	182	85	37	784
456	"YORKSHIRE, WEST RIDING"	Baildon	UD	10200120	10002631	1286	1268	253	1630	917	206	54	5	0	7	38	5	2	188	19	8	5	16	9	7	1	0	7	0	3	2	670	657		13	11	3	20	33	3	1	3	11	48	22	15	15	713	162	213	171	119	785
456	"YORKSHIRE, WEST RIDING"	Balby with Hexthorpe	UD	10200120	10026738	1612	2373	283	3572	563	84	49	9	21	10	36	10	0	219	27	37	5	7	6	42	1	4	1	0	0	1	8	0		8	35	4	21	72	2	0	0	6	47	14	14	37	349	35	173	50	87	786
456	"YORKSHIRE, WEST RIDING"	Barnoldswick	UD	10200120	10136398	1773	1994	264	1639	1342	965	85	2	1	8	24	4	4	66	9	12	0	2	7	0	0	0	1	0	0	0	2063	0		2063	16	4	18	38	0	0	2	5	74	14	4	14	757	484	322	465	31	787
456	"YORKSHIRE, WEST RIDING"	Barnsley	MB	10200120	10186572	8235	9281	1528	13923	4080	697	344	21	30	63	250	84	33	1145	237	101	47	55	6	5	4	217	15	2	7	66	643	2		641	164	381	112	254	377	7	1	29	373	89	124	179	495	75	225	96	108	788
456	"YORKSHIRE, WEST RIDING"	Batley	MB	10200120	10081555	6938	7502	1444	9282	4739	1462	401	12	9	34	150	17	4	451	72	62	21	29	4	9	0	6	2	11	2	19	4268	3940		328	53	139	37	216	28	10	10	37	140	23	56	671	683	195	278	208	49	789
456	"YORKSHIRE, WEST RIDING"	Bentley with Arksey	UD	10200120	10042586	812	1279	110	1953	205	35	8	1	0	6	22	3	1	72	7	9	1	3	16	4	0	1	0	0	0	0	3	0		3	7	3	4	46	2	0	2	3	23	1	4	4	252	27	73	31	54	790
456	"YORKSHIRE, WEST RIDING"	Bingley	UD	10200120	10026740	4114	3719	811	4605	3123	698	218	11	7	29	118	7	5	329	58	40	18	18	39	48	0	3	9	1	0	15	2755	2547		208	66	22	47	138	4	0	4	25	135	13	31	44	759	188	269	202	69	791
456	"YORKSHIRE, WEST RIDING"	Birstal	UD	10200120	10189780	1310	1452	272	1896	855	207	76	1	9	19	28	1	0	76	21	3	4	9	7	0	0	6	7	4	0	0	730	623		107	10	8	4	36	1	2	0	4	35	9	3	101	653	143	279	164	43	792
456	"YORKSHIRE, WEST RIDING"	Bolton upon Dearne	UD	10200120	10026751	965	1605	108	2426	172	62	18	0	0	8	12	7	0	114	9	0	3	2	4	0	0	2	0	0	0	0	0	0		0	10	0	2	25	0	0	0	1	30	11	6	6	178	39	167	47	73	793
456	"YORKSHIRE, WEST RIDING"	Brighouse	MB	10200120	10026623	4136	4108	992	5607	3066	367	196	6	2	18	99	24	12	253	51	36	13	33	11	42	0	4	3	0	3	7	2392	541		1851	41	70	50	149	4	1	2	77	120	28	46	32	741	89	198	110	49	794
456	"YORKSHIRE, WEST RIDING"	Castleford	UD	10200120	10002242	3159	4360	504	6662	1113	165	83	4	0	8	109	21	5	405	46	11	10	11	0	0	0	9	2	1	0	1	51	2		49	61	32	26	108	1	1	0	78	130	13	27	190	352	38	165	51	88	795
456	"YORKSHIRE, WEST RIDING"	Cleckheaton	UD	10200120	10173413	2654	2574	489	3567	1907	161	82	3	12	22	68	7	3	189	41	6	6	30	0	73	0	6	2	6	2	27	1124	1017		107	38	4	25	104	172	1	21	18	67	11	33	29	719	63	168	79	60	796
456	"YORKSHIRE, WEST RIDING"	Cudworth	UD	10200120	10166640	723	1275	111	1872	166	52	19	2	0	2	19	4	3	88	0	0	4	1	2	0	0	0	0	0	0	0	2	0		2	13	0	2	25	2	0	0	0	37	12	6	13	230	41	171	51	66	797
456	"YORKSHIRE, WEST RIDING"	Darfield	UD	10200120	10144097	655	1021	102	1598	135	30	15	1	0	3	21	2	1	79	6	1	5	1	1	0	0	0	0	0	0	1	0	0		0	5	0	2	28	1	0	0	0	11	4	5	2	206	29	147	40	74	798
456	"YORKSHIRE, WEST RIDING"	Darton	UD	10200120	10108494	1130	1769	216	2719	303	55	38	2	1	6	26	1	0	142	10	2	3	2	13	1	0	1	3	0	0	1	66	2		64	5	16	4	30	4	1	0	2	26	5	19	4	268	31	176	47	71	799
456	"YORKSHIRE, WEST RIDING"	Dewsbury	MB	10200120	10108792	10279	10809	2399	14024	7011	1767	685	40	77	71	251	54	13	786	182	114	46	71	11	17	0	25	12	18	16	48	5274	4827		447	126	69	99	454	36	9	54	113	303	78	123	873	682	163	286	186	59	800
456	"YORKSHIRE, WEST RIDING"	Doncaster	MB	10200120	10136283	5190	5773	1078	9104	2281	391	265	14	27	62	169	47	43	882	165	72	34	35	24	52	0	44	13	0	3	14	6	0		6	128	18	75	297	18	0	2	63	208	129	126	167	439	68	246	96	130	801
456	"YORKSHIRE, WEST RIDING"	Earby	UD	10200120	10042409	1156	1226	186	1094	866	533	75	3	0	5	9	1	3	74	4	2	1	1	13	0	0	1	1	0	0	0	1261	1		1260	8	0	5	16	1	0	0	2	48	5	3	7	749	435	403	431	53	802
456	"YORKSHIRE, WEST RIDING"	Elland	UD	10200120	10002280	2307	2094	498	2819	1725	249	106	7	1	16	39	12	2	126	26	5	5	14	4	0	0	0	9	0	1	8	1486	1159		327	29	17	28	121	3	0	0	13	47	13	28	20	748	119	213	137	47	803
456	"YORKSHIRE, WEST RIDING"	Farsley	UD	10200120	10221146	1224	1231	238	1568	877	182	66	2	0	6	35	8	0	81	20	7	6	13	3	4	0	0	2	1	0	5	788	768		20	10	8	15	41	0	2	0	5	46	4	4	9	717	148	277	169	53	804
456	"YORKSHIRE, WEST RIDING"	Featherstone	UD	10200120	10000580	1667	2617	282	4074	366	79	47	4	18	21	46	6	10	169	17	1	14	0	6	0	0	0	0	0	0	1	2	0		2	14	0	8	54	0	0	0	6	58	9	9	19	220	30	167	43	61	805
456	"YORKSHIRE, WEST RIDING"	Golcar	UD	10200120	10061842	1931	1963	440	2551	1378	300	105	3	0	8	35	3	0	85	17	6	2	10	7	0	0	0	0	1	0	2	1421	1272		149	16	19	11	47	4	0	0	2	47	7	12	18	714	153	239	169	35	806
456	"YORKSHIRE, WEST RIDING"	Goole	UD	10200120	10042422	3063	3942	581	6166	1082	200	138	12	10	32	105	20	24	447	98	22	10	20	72	6	1	1	3	0	0	6	14	1		13	49	2	32	161	7	1	0	3	106	42	31	83	353	51	238	75	101	807
456	"YORKSHIRE, WEST RIDING"	Handsworth	UD	10200120	10108548	1924	2704	345	4227	600	73	73	11	1	22	65	4	0	322	32	6	5	16	4	11	1	2	2	0	1	3	2	0		2	25	6	15	72	5	1	1	1	64	7	21	18	312	27	212	48	107	808
456	"YORKSHIRE, WEST RIDING"	Harrogate	MB	10200120	10153608	9688	5837	1590	10423	5565	594	533	41	101	205	236	97	561	2578	95	272	89	113	11	2	3	36	14	6	0	16	22	4		18	214	45	129	445	17	3	18	27	267	686	156	187	574	102	335	152	348	809
456	"YORKSHIRE, WEST RIDING"	Haworth	UD	10200120	10186493	1542	1252	309	1557	1190	292	64	3	0	6	24	3	0	49	9	9	2	4	9	0	0	0	0	0	0	0	1283	1210		73	14	1	21	33	4	0	1	3	52	0	11	5	772	233	207	228	29	810
456	"YORKSHIRE, WEST RIDING"	Hebden Bridge	UD	10200120	10098464	1616	1415	355	1575	1263	439	109	2	1	11	28	12	2	96	16	6	6	13	2	1	0	3	0	0	0	0	203	0		203	17	1249	13	37	3	0	0	4	46	9	15	16	782	310	307	310	52	811
456	"YORKSHIRE, WEST RIDING"	Heckmondwike	UD	10200120	10173437	1820	1832	395	2479	1251	227	90	2	0	9	56	5	2	140	30	13	7	13	0	4	2	23	6	4	5	25	897	660		237	26	5	17	52	10	40	5	3	44	9	21	93	687	124	228	142	62	812
456	"YORKSHIRE, WEST RIDING"	Holmfirth	UD	10200120	10097502	2026	1681	407	2420	1477	141	76	8	0	8	48	9	4	164	20	5	7	18	24	0	4	0	0	0	0	6	1174	917		257	23	22	20	59	0	0	0	2	36	5	16	12	729	84	187	104	73	813
456	"YORKSHIRE, WEST RIDING"	Honley	UD	10200120	10215481	1067	987	274	1392	745	127	64	1	14	11	14	3	2	115	11	29	8	10	13	3	1	1	1	0	0	3	597	543		54	5	12	6	41	0	0	0	3	14	5	9	4	698	129	234	151	89	814
456	"YORKSHIRE, WEST RIDING"	Horbury	UD	10200120	10084350	1549	1450	276	2183	971	83	38	2	3	10	45	1	2	164	14	37	9	7	3	0	45	1	0	0	0	5	459	410		49	18	1	5	39	4	0	2	1	46	7	8	154	627	57	138	70	94	815
